0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
18,23
23,24
24,25
25,26
26,27
27,28
28,29
29,30
30,31
31,32
32,33
33,34
34,17
35,35
36,36
37,37
38,38
39,39
40,40
41,41
37,42
42,43
43,44
44,45
45,46
46,47
47,48
48,49
49,50
50,51
51,52
52,53
53,54
54,55
32,56
55,57
56,58
6,59
57,60
41,61
58,62
43,63
59,64
21,65
60,66
61,40
62,17
63,67
64,68
65,69
43,70
17,71
66,72
47,73
67,74
68,75
69,76
31,77
22,76
31,78
37,79
18,22
70,80
71,81
55,82
72,83
24,84
73,85
74,86
54,87
75,88
76,89
20,90
10,91
10,92
77,93
78,94
79,95
80,92
11,96
68,97
81,22
4,98
82,99
83,100
28,101
84,23
85,91
55,102
86,103
87,104
88,22
80,105
83,4
10,106
75,107
89,108
90,109
91,110
5,111
92,112
93,113
17,114
53,112
70,115
82,116
94,6
14,117
95,118
96,119
68,120
81,121
82,122
52,94
11,123
3,124
38,125
97,126
54,17
17,127
95,128
58,129
58,130
3,131
8,66
24,132
98,133
22,134
61,135
99,136
100,137
22,83
17,138
28,118
46,139
39,21
101,140
102,66
15,63
103,141
104,108
80,31
105,142
55,143
106,144
107,140
108,145
109,47
110,146
111,147
8,140
92,95
98,148
75,149
112,138
67,150
5,151
75,152
113,153
114,154
110,155
46,156
58,31
115,157
38,158
70,159
12,160
20,98
103,161
37,51
90,162
116,123
25,98
28,163
68,164
115,165
116,166
65,167
117,168
118,169
53,170
119,159
58,171
120,136
65,172
121,173
56,101
122,174
48,175
14,64
35,176
101,177
8,120
123,178
124,179
125,180
126,181
33,182
88,183
127,29
80,184
128,185
17,52
126,186
87,187
22,133
129,188
100,189
9,133
130,190
15,191
131,192
30,193
37,194
8,195
17,196
132,144
54,197
133,198
11,199
12,200
134,98
47,201
15,202
10,203
121,204
65,161
30,205
135,206
136,207
27,0
77,44
75,208
82,209
137,31
22,210
17,79
15,124
20,77
138,211
110,165
110,147
113,157
139,179
127,212
140,213
141,173
142,214
110,215
30,216
143,217
19,218
127,219
35,116
144,220
25,221
38,92
93,222
35,223
41,224
102,225
100,226
52,227
11,56
145,102
146,228
56,229
116,11
147,31
63,230
148,231
149,93
150,66
20,12
151,145
70,23
152,51
75,232
30,156
35,233
41,234
58,235
118,236
76,77
153,114
41,237
154,238
55,25
155,223
30,197
131,239
24,118
156,240
157,241
154,242
152,243
3,160
70,172
58,244
131,238
158,168
76,68
159,239
12,40
160,245
161,246
162,211
91,247
35,248
162,221
118,249
118,250
162,251
130,228
90,252
91,242
153,144
30,253
30,254
163,255
95,256
70,257
149,258
23,259
15,260
164,261
165,262
166,263
67,264
37,147
167,265
27,266
71,267
58,216
168,268
11,77
133,269
80,270
114,64
65,76
23,271
169,217
170,1
52,272
12,102
131,273
171,274
83,275
83,276
172,277
147,278
70,103
54,13
121,157
128,279
173,280
121,281
22,282
83,283
8,284
105,285
90,286
116,287
39,288
174,251
170,289
98,144
175,290
176,102
58,214
17,291
19,292
23,293
23,294
100,295
90,6
110,296
128,297
104,298
154,59
177,289
178,299
19,300
167,140
25,301
100,302
38,303
19,304
147,136
123,305
26,306
58,307
47,308
179,309
117,310
180,311
3,307
75,312
98,124
127,313
129,273
67,314
181,315
144,316
45,317
169,318
30,319
182,20
65,232
70,320
110,314
68,118
103,321
28,322
58,91
52,323
111,324
126,303
97,325
183,326
103,58
153,53
91,68
184,216
35,327
18,328
82,329
41,271
60,330
35,331
20,332
42,24
81,182
81,333
174,120
65,334
58,335
103,311
11,60
185,336
46,83
72,290
186,337
138,34
100,338
102,339
82,340
187,22
41,341
188,148
189,98
132,78
165,342
35,343
63,344
118,59
15,345
22,346
159,347
70,348
140,201
68,349
190,254
15,350
191,351
53,352
6,266
38,258
192,353
193,78
100,30
180,135
136,354
194,355
53,356
51,240
32,357
63,62
22,243
93,95
12,358
159,118
162,359
27,360
58,76
5,21
195,361
10,362
43,363
130,364
27,365
72,366
65,367
73,368
143,101
15,113
117,369
53,79
196,370
185,371
14,172
145,372
90,373
197,85
116,198
91,374
90,375
198,302
199,376
67,76
182,377
129,311
200,86
145,268
37,378
37,379
19,359
35,380
175,381
68,382
93,383
39,384
176,4
37,385
23,66
194,386
201,387
110,388
181,389
85,390
202,391
35,392
141,393
19,394
80,395
145,396
91,36
203,397
3,6
80,360
34,86
8,309
20,92
175,12
204,52
205,242
206,100
75,398
30,249
53,318
80,339
23,399
52,364
90,400
116,401
115,402
119,403
95,242
10,297
37,13
35,402
207,404
47,302
208,278
209,243
59,241
23,405
210,406
100,235
143,363
70,310
104,407
100,408
58,409
202,364
100,225
184,410
211,196
119,25
138,411
83,196
70,412
166,413
39,209
2,414
133,415
95,416
75,417
100,29
9,31
64,418
5,52
212,331
213,144
214,113
215,419
216,420
136,338
39,49
211,52
217,280
43,421
58,422
37,423
3,324
63,216
218,0
10,87
37,424
140,186
219,181
70,64
205,315
60,258
119,309
55,17
118,179
58,425
220,360
120,245
221,94
205,426
3,377
222,427
38,428
47,111
47,364
24,162
19,429
33,12
181,189
185,139
100,238
116,430
93,431
121,432
55,433
43,434
54,226
161,40
117,189
65,143
35,365
103,181
65,435
56,436
43,437
223,302
224,438
114,9
111,439
179,440
145,332
169,276
80,441
225,442
111,443
2,444
226,50
73,408
37,317
70,321
53,445
22,260
118,199
23,446
227,166
70,447
35,403
12,229
19,448
3,449
80,86
228,166
180,102
177,144
75,450
229,420
206,451
105,1
11,221
230,40
2,328
19,200
62,98
120,86
110,452
90,453
223,136
38,454
110,338
131,399
196,455
32,456
65,58
184,457
119,458
231,29
19,188
205,69
23,359
37,239
141,459
16,460
102,433
96,415
41,130
35,461
138,435
180,201
138,462
41,463
232,464
233,196
151,437
68,57
95,278
37,52
58,306
208,147
127,465
63,59
70,37
234,466
71,403
203,95
35,344
126,328
98,467
58,468
7,339
55,469
157,81
18,470
110,106
96,471
19,405
235,117
179,379
151,472
236,436
122,473
86,445
237,60
238,117
195,474
26,423
157,161
80,475
1,476
92,465
214,477
38,436
105,478
10,208
55,196
47,479
102,3
157,5
88,410
119,336
176,187
11,480
80,157
35,481
138,482
14,191
128,111
194,483
113,484
121,200
19,485
38,105
54,231
239,486
92,458
219,487
17,161
90,296
21,488
240,49
202,40
35,489
130,1
80,408
35,490
11,240
137,491
226,492
65,403
175,493
3,368
35,136
186,494
237,426
92,154
3,256
118,6
158,86
22,16
90,495
11,207
184,130
81,399
67,403
10,437
47,114
17,94
110,134
224,56
37,95
151,183
121,302
124,170
8,496
241,497
182,498
170,261
38,283
52,499
166,139
39,500
175,501
88,502
17,503
38,113
146,387
220,98
24,504
131,34
52,144
226,496
56,505
98,506
209,357
195,423
126,482
40,51
15,456
67,283
242,507
167,404
80,508
9,509
75,510
11,153
70,394
144,379
55,84
116,162
67,240
181,355
202,74
3,511
9,404
135,175
117,154
26,58
167,512
175,513
189,404
114,180
51,12
87,192
158,31
107,77
127,244
9,157
243,166
91,111
8,67
162,514
11,288
75,515
117,9
194,170
244,48
245,516
72,253
41,506
222,52
203,117
57,96
169,364
35,165
181,476
102,517
103,220
70,123
62,229
165,518
149,96
97,519
147,307
107,364
110,520
28,299
239,141
14,185
111,521
46,87
229,522
56,502
53,201
102,182
127,151
65,523
38,524
54,205
42,525
118,526
19,440
70,527
246,239
38,197
95,216
124,200
0,528
119,529
95,530
38,531
117,532
218,216
75,392
23,533
131,389
178,179
174,534
76,216
206,346
99,364
92,535
247,432
248,140
125,24
176,184
175,150
75,536
184,537
221,487
144,217
15,208
1,305
193,292
167,131
90,166
184,34
176,538
205,24
118,140
14,520
15,539
60,540
85,157
184,541
9,191
139,542
102,401
87,543
162,295
46,376
58,544
41,81
58,545
140,546
154,182
70,547
75,548
208,356
102,479
184,29
58,549
17,172
228,550
181,185
202,161
52,110
248,186
136,551
10,356
85,29
186,552
97,465
80,297
116,553
142,554
215,50
147,544
226,31
239,261
116,555
100,350
11,556
38,212
119,12
13,247
184,502
191,547
144,556
45,557
90,558
99,403
147,6
78,559
18,560
126,92
136,417
226,502
30,561
207,97
3,161
147,194
249,151
85,23
3,193
115,552
129,432
250,99
246,254
83,203
143,562
133,563
19,46
51,232
68,148
41,50
210,413
58,52
121,208
229,357
248,476
169,552
224,154
37,497
76,564
53,29
127,114
35,565
181,293
121,566
221,166
137,567
251,568
61,156
202,569
252,570
7,320
40,491
253,62
104,571
10,9
18,544
99,572
68,573
121,390
